26275,26339,37335,,,,,5.609152,-30.158931,348.132,55.20,-44.20,0.0,9.090,3.949,G2/G3V,0.621,9.425618,91.794324,-53.617971,-0.00002958,-0.00000851,-0.00001977,1.4684726396500771,-0.5263726490169025,0.0000002676171516666667,-0.000000214287646,,,,1,26275,,2.2929785918248213,,,
26882,26948,38298,,,,,5.718020,-35.267210,385.124,-3.90,-73.96,0.0,9.550,4.189,G2/G3V,0.664,7.109650,96.132789,-68.168911,0.00000042,-0.00002454,-0.00003456,1.4969742085573317,-0.6155289314717325,-0.000000018907733541666665,-0.000000358568198,,,,1,26882,,1.83823063688353,,9.617,9.447
27656,27724,,,,,,5.870999,87.220718,695.522,9.75,-29.99,0.0,10.190,3.546,G2,0.515,0.349012,10.332827,212.968798,-0.00000903,0.00003128,-0.00000150,1.5370240046066712,1.5222887077883076,0.00000004726933385416667,-0.000000145395622,,,,1,27656,,3.3235330357747737,,,
27670,27739,39766,,,,,5.872425,-45.426083,329.828,-17.89,64.30,0.0,9.050,4.026,G2/G3V,0.630,2.369695,70.923881,-72.026832,0.00000951,0.00002215,0.00002212,1.537397260084785,-0.792834719317035,-0.00000008673316745138888,0.000000311735196,,,,1,27670,,2.135993860189795,,,
27744,27813,39805,,,,,5.885502,-38.914202,280,44.50,37.94,0.0,9.570,4.902,G2/G3IV/V,0.686,2.001685,66.758614,-53.918960,-0.00001821,0.00001047,0.00001228,1.5408208497432685,-0.6791809565397875,0.0000002157420878472222,0.00000018393831,,,,1,27744,,0.9532350439205145,,,
28169,28241,40583,,,,,5.967700,-35.800339,203.24,-14.53,-58.10,0.0,8.260,4.287,G2/G3V,0.588,0.427319,50.531552,-36.446263,0.00000430,-0.00001030,-0.00001423,1.5623401976200069,-0.6248337846715449,-0.00000007044342778472222,-0.000000281676748,,,,1,28169,,1.6795773139880843,,,
29277,29349,42902,,,,,6.187223,-44.224537,313.353,2.35,-79.15,0.0,8.920,4.007,G2/G3V,0.623,-3.372782,68.756146,-67.000212,0.00000017,-0.00002573,-0.00002641,1.619811251689813,-0.771863787637745,0.000000011393121493055556,-0.000000383730028,,,,1,29277,,2.1737019751571167,,,
29384,29457,,,,,,6.206961,88.131187,329.828,115.24,-231.37,0.0,10.580,5.556,G2,0.750,-0.179049,3.292522,101.058420,-0.00006254,0.00011012,-0.00000370,1.624978501618748,1.5381793800076449,0.0000005586992854722222,-0.000001121713412,,,,1,29384,,0.521915265835448,,10.632,10.522
29681,29754,43487,,,,,6.265712,-14.433830,334.908,-34.37,-130.17,0.0,9.190,4.133,G2/G3V,0.618,-6.911014,99.188285,-25.591554,0.00001819,-0.00001492,-0.00006274,1.6403596529834574,-0.2519178619672113,-0.00000016663046200694444,-0.000000631081967,,,,1,29681,,1.9355304139797433,,,
29850,29923,44009,,,,,6.299757,-29.643137,418.742,58.70,9.99,0.0,9.270,3.728,G2/G3Vp...,0.583,-8.746569,111.225658,-63.491185,-0.00003666,0.00000020,0.00000540,1.6492725001242667,-0.5173703342122475,0.0000002845856304861111,0.000000048432886,,,,1,29850,,2.8106062003343983,,,
